gene_name,gene_id_entrez,gene_id_ensembl,mim_number,mim_entry_type
TESK1,7016,ENSG00000107140,601782,gene
TESK2,10420,ENSG00000070759,604746,gene
TESMIN,9633,ENSG00000132749,604374,gene
TESPA1,9840,ENSG00000135426,615664,gene
TET1,80312,ENSG00000138336,607790,gene
TET2,54790,ENSG00000168769,612839,gene
TET3,200424,ENSG00000187605,613555,gene
TEX10,54881,ENSG00000136891,616717,gene
TEX101,83639,ENSG00000131126,612665,gene
TEX11,56159,ENSG00000120498,300311,gene
TEX12,56158,ENSG00000150783,605791,gene
TEX13A,56157,ENSG00000268629,300312,gene
TEX13B,56156,ENSG00000170925,300313,gene
TEX14,56155,ENSG00000121101,605792,gene
TEX15,56154,ENSG00000133863,605795,gene
TEX19,400629,ENSG00000182459,615647,gene
TEX261,113419,ENSG00000144043,618562,gene
TEX28,1527,ENSG00000278057,300092,gene
TF,7018,ENSG00000091513,190000,gene
TFAM,7019,ENSG00000108064,600438,gene
TFAP2A,7020,ENSG00000137203,107580,gene
TFAP2A-AS2,109729173,ENSG00000285278,617136,gene
TFAP2B,7021,ENSG00000008196,601601,gene
TFAP2C,7022,ENSG00000087510,601602,gene
TFAP2D,83741,ENSG00000008197,610161,gene
TFAP2E,339488,ENSG00000116819,614428,gene
TFAP4,7023,ENSG00000090447,600743,gene
TFB1M,51106,ENSG00000029639,607033,gene
TFB2M,64216,ENSG00000162851,607055,gene
TFCP2,7024,ENSG00000135457,189889,gene
TFCP2L1,29842,ENSG00000115112,609785,gene
TFDP1,7027,ENSG00000198176,189902,gene
TFDP2,7029,ENSG00000114126,602160,gene
TFDP3,51270,ENSG00000183434,300772,gene
TFE3,7030,ENSG00000068323,314310,gene
TFEB,7942,ENSG00000112561,600744,gene
TFEC,22797,ENSG00000105967,604732,gene
TFF1,7031,ENSG00000160182,113710,gene
TFF2,7032,ENSG00000160181,182590,gene
TFF3,7033,ENSG00000160180,600633,gene
TFG,10342,ENSG00000114354,602498,gene
TFIP11,24144,ENSG00000100109,612747,gene
TFPI,7035,ENSG00000003436,152310,gene
TFPI2,7980,ENSG00000105825,600033,gene
TFPT,29844,ENSG00000105619,609519,gene
TFR2,7036,ENSG00000106327,604720,gene
TFRC,7037,ENSG00000072274,190010,gene
TG,7038,ENSG00000042832,188450,gene
TGDS,23483,ENSG00000088451,616146,gene
TGFA,7039,ENSG00000163235,190170,gene
TGFB1,7040,ENSG00000105329,190180,gene
TGFB1I1,7041,ENSG00000140682,602353,gene
TGFB2,7042,ENSG00000092969,190220,gene
TGFB3,7043,ENSG00000119699,190230,gene
TGFBI,7045,ENSG00000120708,601692,gene
TGFBR1,7046,ENSG00000106799,190181,gene
TGFBR2,7048,ENSG00000163513,190182,gene
TGFBR3,7049,ENSG00000069702,600742,gene
TGFBRAP1,9392,ENSG00000135966,606237,gene
TGIF1,7050,ENSG00000177426,602630,gene
TGIF2,60436,ENSG00000118707,607294,gene
TGIF2LX,90316,ENSG00000153779,300411,gene
TGIF2LY,90655,ENSG00000176679,400025,gene
TGM1,7051,ENSG00000092295,190195,gene
TGM2,7052,ENSG00000198959,190196,gene
TGM3,7053,ENSG00000125780,600238,gene
TGM4,7047,ENSG00000163810,600585,gene
TGM5,9333,ENSG00000104055,603805,gene
TGM6,343641,ENSG00000166948,613900,gene
TGM7,116179,ENSG00000159495,606776,gene
TGOLN2,10618,ENSG00000152291,603062,gene
TGS1,96764,ENSG00000137574,606461,gene
TH,7054,ENSG00000180176,191290,gene
THADA,63892,ENSG00000115970,611800,gene
THAP1,55145,ENSG00000131931,609520,gene
THAP10,56906,ENSG00000129028,612538,gene
THAP11,57215,ENSG00000168286,609119,gene
THAP12,5612,ENSG00000137492,607374,gene
THAP2,83591,ENSG00000173451,612531,gene
THAP3,90326,ENSG00000041988,612532,gene
THAP4,51078,ENSG00000176946,612533,gene
THAP5,168451,ENSG00000177683,612534,gene
THAP6,152815,ENSG00000174796,612535,gene
THAP7,80764,ENSG00000184436,609518,gene
THAP8,199745,ENSG00000161277,612536,gene
THAP9,79725,ENSG00000168152,612537,gene
THBD,7056,ENSG00000178726,188040,gene
THBS1,7057,ENSG00000137801,188060,gene
THBS2,7058,ENSG00000186340,188061,gene
THBS3,7059,ENSG00000169231,188062,gene
THBS4,7060,ENSG00000113296,600715,gene
THEG,51298,ENSG00000105549,609503,gene
THEM4,117145,ENSG00000159445,606388,gene
THEM5,284486,ENSG00000196407,615653,gene
THEMIS,387357,ENSG00000172673,613607,gene
THEMIS2,9473,ENSG00000130775,617856,gene
THNSL1,79896,ENSG00000185875,611260,gene
THNSL2,55258,ENSG00000144115,611261,gene
THOC1,9984,ENSG00000079134,606930,gene
THOC2,57187,ENSG00000125676,300395,gene
THOC3,84321,ENSG00000051596,606929,gene
THOC5,8563,ENSG00000100296,612733,gene
THOC6,79228,ENSG00000131652,615403,gene
THOC7,80145,ENSG00000163634,611965,gene
THOP1,7064,ENSG00000172009,601117,gene
THPO,7066,ENSG00000090534,600044,gene
THRA,7067,ENSG00000126351,190120,gene
THRAP3,9967,ENSG00000054118,603809,gene
THRB,7068,ENSG00000151090,190160,gene
THRIL,102659353,ENSG00000280634,615622,gene
THRSP,7069,ENSG00000151365,601926,gene
THSD1,55901,ENSG00000136114,616821,gene
THSD4,79875,ENSG00000187720,614476,gene
THSD7A,221981,ENSG00000005108,612249,gene
THTPA,79178,ENSG00000259431,611612,gene
THUMPD1,55623,ENSG00000066654,616662,gene
THUMPD2,80745,ENSG00000138050,611751,gene
THY1,7070,ENSG00000154096,188230,gene
THYN1,29087,ENSG00000151500,613739,gene
TIA1,7072,ENSG00000116001,603518,gene
TIAF1,9220,ENSG00000221995,609517,gene
TIAL1,7073,ENSG00000151923,603413,gene
TIAM1,7074,ENSG00000156299,600687,gene
TIAM2,26230,ENSG00000146426,604709,gene
TICAM1,148022,ENSG00000127666,607601,gene
TICAM2,353376,ENSG00000243414,608321,gene
TICRR,90381,ENSG00000140534,613298,gene
TIE1,7075,ENSG00000066056,600222,gene
TIFA,92610,ENSG00000145365,609028,gene
TIFAB,497189,ENSG00000255833,612663,gene
TIGAR,57103,ENSG00000078237,610775,gene
TIGD1,200765,ENSG00000221944,612972,gene
TIGD2,166815,ENSG00000180346,612973,gene
TIGD7,91151,ENSG00000140993,612969,gene
TIGIT,201633,ENSG00000181847,612859,gene
TIMD4,91937,ENSG00000145850,610096,gene
TIMELESS,8914,ENSG00000111602,603887,gene
TIMM10,26519,ENSG00000134809,602251,gene
TIMM10B,26515,ENSG00000132286,607388,gene
TIMM13,26517,ENSG00000099800,607383,gene
TIMM17A,10440,ENSG00000134375,605057,gene
TIMM17B,10245,ENSG00000126768,300249,gene
TIMM21,29090,ENSG00000075336,615180,gene
TIMM22,29928,ENSG00000177370,607251,gene
TIMM23,100287932,ENSG00000265354,605034,gene
TIMM29,90580,ENSG00000142444,617380,gene
TIMM44,10469,ENSG00000104980,605058,gene
TIMM50,92609,ENSG00000105197,607381,gene
TIMM8A,1678,ENSG00000126953,300356,gene
TIMM8B,26521,ENSG00000150779,606659,gene
TIMM9,26520,ENSG00000100575,607384,gene
TIMMDC1,51300,ENSG00000113845,615534,gene
TIMP1,7076,ENSG00000102265,305370,gene
TIMP2,7077,ENSG00000035862,188825,gene
TIMP3,7078,ENSG00000100234,188826,gene
TIMP4,7079,ENSG00000157150,601915,gene
TINAG,27283,ENSG00000137251,606749,gene
TINAGL1,64129,ENSG00000142910,616064,gene
TINCR,257000,ENSG00000223573,615241,gene
TINF2,26277,ENSG00000092330,604319,gene
TIPARP,25976,ENSG00000163659,612480,gene
TIPIN,54962,ENSG00000075131,610716,gene
TIPRL,261726,ENSG00000143155,611807,gene
TIRAP,114609,ENSG00000150455,606252,gene
TJAP1,93643,ENSG00000137221,612658,gene
TJP1,7082,ENSG00000104067,601009,gene
TJP2,9414,ENSG00000119139,607709,gene
TJP3,27134,ENSG00000105289,612689,gene
TK1,7083,ENSG00000167900,188300,gene
TK2,7084,ENSG00000166548,188250,gene
TKFC,26007,ENSG00000149476,615844,gene
TKT,7086,ENSG00000163931,606781,gene
TKTL1,8277,ENSG00000007350,300044,gene
TLCD3A,79850,ENSG00000167695,611627,gene
TLCD3B,83723,ENSG00000149926,615175,gene
TLE1,7088,ENSG00000196781,600189,gene
TLE2,7089,ENSG00000065717,601041,gene
TLE3,7090,ENSG00000140332,600190,gene
TLE4,7091,ENSG00000106829,605132,gene
TLE5,166,ENSG00000104964,600188,gene
TLE6,79816,ENSG00000104953,612399,gene
TLK1,9874,ENSG00000198586,608438,gene
TLK2,11011,ENSG00000146872,608439,gene
TLL1,7092,ENSG00000038295,606742,gene
TLL2,7093,ENSG00000095587,606743,gene
TLN1,7094,ENSG00000137076,186745,gene
TLN2,83660,ENSG00000171914,607349,gene
TLNRD1,59274,ENSG00000140406,615466,gene
TLR1,7096,ENSG00000174125,601194,gene
TLR10,81793,ENSG00000174123,606270,gene
TLR2,7097,ENSG00000137462,603028,gene
TLR3,7098,ENSG00000164342,603029,gene
TLR4,7099,ENSG00000136869,603030,gene
TLR5,7100,ENSG00000187554,603031,gene
TLR6,10333,ENSG00000174130,605403,gene
TLR7,51284,ENSG00000196664,300365,gene
TLR8,51311,ENSG00000101916,300366,gene
TLR9,54106,ENSG00000239732,605474,gene
TLX1,3195,ENSG00000107807,186770,gene
TLX1NB,100038246,ENSG00000236311,612734,gene
TLX2,3196,ENSG00000115297,604240,gene
TLX3,30012,ENSG00000164438,604640,gene
TM2D1,83941,ENSG00000162604,610080,gene
TM2D2,83877,ENSG00000169490,610081,gene
TM2D3,80213,ENSG00000184277,610014,gene
TM4SF1,4071,ENSG00000169908,191155,gene
TM4SF20,79853,ENSG00000168955,615404,gene
TM4SF4,7104,ENSG00000169903,606567,gene
TM4SF5,9032,ENSG00000142484,604657,gene
TM6SF1,53346,ENSG00000136404,606562,gene
TM6SF2,53345,ENSG00000213996,606563,gene
TM7SF2,7108,ENSG00000149809,603414,gene
TM7SF3,51768,ENSG00000064115,605181,gene
TM9SF2,9375,ENSG00000125304,604678,gene
TM9SF3,56889,ENSG00000077147,616872,gene
TM9SF4,9777,ENSG00000101337,617727,gene
TMA7,51372,ENSG00000232112,615808,gene
TMBIM1,64114,ENSG00000135926,610364,gene
TMBIM4,51643,ENSG00000155957,616874,gene
TMBIM6,7009,ENSG00000139644,600748,gene
TMC1,117531,ENSG00000165091,606706,gene
TMC2,117532,ENSG00000149488,606707,gene
TMC3,342125,ENSG00000188869,617196,gene
TMC4,147798,ENSG00000167608,617181,gene
TMC5,79838,ENSG00000103534,617197,gene
TMC6,11322,ENSG00000141524,605828,gene
TMC7,79905,ENSG00000170537,617198,gene
TMC8,147138,ENSG00000167895,605829,gene
TMCC1,23023,ENSG00000172765,616242,gene
TMCC3,57458,ENSG00000057704,617459,gene
TMCO1,54499,ENSG00000143183,614123,gene
TMCO3,55002,ENSG00000150403,617134,gene
TMED1,11018,ENSG00000099203,605395,gene
TMED10,10972,ENSG00000170348,605406,gene
TMED4,222068,ENSG00000158604,612038,gene
TMED5,50999,ENSG00000117500,616876,gene
TMEFF1,8577,ENSG00000241697,603421,gene
TMEFF2,23671,ENSG00000144339,605734,gene
TMEM100,55273,ENSG00000166292,616334,gene
TMEM102,284114,ENSG00000181284,613936,gene
TMEM106B,54664,ENSG00000106460,613413,gene
TMEM107,84314,ENSG00000179029,616183,gene
TMEM108,66000,ENSG00000144868,617361,gene
TMEM114,283953,ENSG00000232258,611579,gene
TMEM115,11070,ENSG00000126062,607069,gene
TMEM120A,83862,ENSG00000189077,616550,gene
TMEM120B,144404,ENSG00000188735,616551,gene
TMEM123,114908,ENSG00000152558,606356,gene
TMEM126A,84233,ENSG00000171202,612988,gene
TMEM126B,55863,ENSG00000171204,615533,gene
TMEM127,55654,ENSG00000135956,613403,gene
TMEM129,92305,ENSG00000168936,615975,gene
TMEM131,23505,ENSG00000075568,615659,gene
TMEM131L,23240,ENSG00000121210,616243,gene
TMEM132A,54972,ENSG00000006118,617363,gene
TMEM132D,121256,ENSG00000151952,611257,gene
TMEM132E,124842,ENSG00000181291,616178,gene
TMEM135,65084,ENSG00000166575,616360,gene
TMEM138,51524,ENSG00000149483,614459,gene
TMEM139,135932,ENSG00000178826,616524,gene
TMEM147,10430,ENSG00000105677,613585,gene
TMEM14A,28978,ENSG00000096092,616870,gene
TMEM14C,51522,ENSG00000111843,615318,gene
TMEM150A,129303,ENSG00000168890,616757,gene
TMEM150B,284417,ENSG00000180061,617291,gene
TMEM150C,441027,ENSG00000249242,617292,gene
TMEM159,57146,ENSG00000011638,611304,gene
TMEM165,55858,ENSG00000134851,614726,gene
TMEM17,200728,ENSG00000186889,614950,gene
TMEM174,134288,ENSG00000164325,614909,gene
TMEM175,84286,ENSG00000127419,616660,gene
TMEM176A,55365,ENSG00000002933,610334,gene
TMEM176B,28959,ENSG00000106565,610385,gene
TMEM18,129787,ENSG00000151353,613220,gene
TMEM181,57583,ENSG00000146433,613209,gene
TMEM183B,653659,NA,611365,gene
TMEM184C,55751,ENSG00000164168,613937,gene
TMEM185A,84548,ENSG00000269556,300031,gene
TMEM187,8269,ENSG00000177854,300059,gene
TMEM189,387521,ENSG00000240849,610994,gene
TMEM199,147007,ENSG00000244045,616815,gene
TMEM203,94107,ENSG00000187713,616499,gene
TMEM204,79652,ENSG00000131634,611002,gene
TMEM205,374882,ENSG00000105518,613771,gene
TMEM207,131920,ENSG00000198398,614786,gene
TMEM214,54867,ENSG00000119777,615301,gene
TMEM216,51259,ENSG00000187049,613277,gene
TMEM230,29058,ENSG00000089063,617019,gene
TMEM231,79583,ENSG00000205084,614949,gene
TMEM233,387890,ENSG00000224982,618296,gene
TMEM237,65062,ENSG00000155755,614423,gene
TMEM240,339453,ENSG00000205090,616101,gene
TMEM241,85019,ENSG00000134490,615430,gene
TMEM243,79161,ENSG00000135185,616993,gene
TMEM25,84866,ENSG00000149582,613934,gene
TMEM256,254863,ENSG00000205544,617779,gene
TMEM258,746,ENSG00000134825,617615,gene
TMEM259,91304,ENSG00000182087,611011,gene
TMEM26,219623,ENSG00000196932,617803,gene
TMEM260,54916,ENSG00000070269,617449,gene
TMEM270,135886,ENSG00000175877,612547,gene
TMEM30A,55754,ENSG00000112697,611028,gene
TMEM30B,161291,ENSG00000182107,611029,gene
TMEM30CP,644444,ENSG00000235156,611030,gene
TMEM33,55161,ENSG00000109133,618515,gene
TMEM38A,79041,ENSG00000072954,611235,gene
TMEM38B,55151,ENSG00000095209,611236,gene
TMEM43,79188,ENSG00000170876,612048,gene
TMEM45A,55076,ENSG00000181458,616928,gene
TMEM47,83604,ENSG00000147027,300698,gene
TMEM50A,23585,ENSG00000183726,605348,gene
TMEM50B,757,ENSG00000142188,617894,gene
TMEM59,9528,ENSG00000116209,617084,gene
TMEM59L,25789,ENSG00000105696,617096,gene
TMEM65,157378,ENSG00000164983,616609,gene
TMEM67,91147,ENSG00000164953,609884,gene
TMEM70,54968,ENSG00000175606,612418,gene
TMEM74,157753,ENSG00000164841,613935,gene
TMEM79,84283,ENSG00000163472,615531,gene
TMEM86B,255043,ENSG00000180089,617806,gene
TMEM87B,84910,ENSG00000153214,617203,gene
TMEM88,92162,ENSG00000167874,617813,gene
TMEM8B,51754,ENSG00000137103,616888,gene
TMEM9,252839,ENSG00000116857,616877,gene
TMEM91,641649,ENSG00000142046,618294,gene
TMEM94,9772,ENSG00000177728,618163,gene
TMEM95,339168,ENSG00000182896,617814,gene
TMEM97,27346,ENSG00000109084,612912,gene
TMEM98,26022,ENSG00000006042,615949,gene
TMF1,7110,ENSG00000144747,601126,gene
TMIE,259236,ENSG00000181585,607237,gene
TMIGD2,126259,ENSG00000167664,614715,gene
TMLHE,55217,ENSG00000185973,300777,gene
TMOD1,7111,ENSG00000136842,190930,gene
TMOD2,29767,ENSG00000128872,602928,gene
TMOD3,29766,ENSG00000138594,605112,gene
TMOD4,29765,ENSG00000163157,605834,gene
TMPO,7112,ENSG00000120802,188380,gene
TMPRSS11A,339967,ENSG00000187054,611704,gene
TMPRSS11D,9407,ENSG00000153802,605369,gene
TMPRSS11E,28983,ENSG00000087128,610399,gene
TMPRSS13,84000,ENSG00000137747,610050,gene
TMPRSS15,5651,ENSG00000154646,606635,gene
TMPRSS2,7113,ENSG00000184012,602060,gene
TMPRSS3,64699,ENSG00000160183,605511,gene
TMPRSS4,56649,ENSG00000137648,606565,gene
TMPRSS5,80975,ENSG00000166682,606751,gene
TMPRSS6,164656,ENSG00000187045,609862,gene
TMPRSS9,360200,ENSG00000178297,610477,gene
TMSB10,9168,ENSG00000034510,188399,gene
TMSB15A,11013,ENSG00000158164,300939,gene
TMSB15B,286527,ENSG00000158427,301011,gene
TMSB4X,7114,ENSG00000205542,300159,gene
TMSB4Y,9087,ENSG00000154620,400017,gene
TMTC1,83857,ENSG00000133687,615855,gene
TMTC2,160335,ENSG00000179104,615856,gene
TMTC3,160418,ENSG00000139324,617218,gene
TMTC4,84899,ENSG00000125247,618203,gene
TMUB1,83590,ENSG00000164897,614792,gene
TMX1,81542,ENSG00000139921,610527,gene
TMX2,51075,ENSG00000213593,616715,gene
TMX3,54495,ENSG00000166479,616102,gene
TMX4,56255,ENSG00000125827,616766,gene
TNC,3371,ENSG00000041982,187380,gene
TNF,7124,ENSG00000232810,191160,gene
TNFAIP1,7126,ENSG00000109079,191161,gene
TNFAIP2,7127,ENSG00000185215,603300,gene
TNFAIP3,7128,ENSG00000118503,191163,gene
TNFAIP6,7130,ENSG00000123610,600410,gene
TNFAIP8,25816,ENSG00000145779,612111,gene
TNFAIP8L1,126282,ENSG00000185361,615869,gene
TNFAIP8L2,79626,ENSG00000163154,612112,gene
TNFAIP8L3,388121,ENSG00000183578,616438,gene
TNFRSF10A,8797,ENSG00000104689,603611,gene
TNFRSF10B,8795,ENSG00000120889,603612,gene
TNFRSF10C,8794,ENSG00000173535,603613,gene
TNFRSF10D,8793,ENSG00000173530,603614,gene
TNFRSF11A,8792,ENSG00000141655,603499,gene
TNFRSF11B,4982,ENSG00000164761,602643,gene
TNFRSF12A,51330,ENSG00000006327,605914,gene
TNFRSF13B,23495,ENSG00000240505,604907,gene
TNFRSF13C,115650,ENSG00000159958,606269,gene
TNFRSF14,8764,ENSG00000157873,602746,gene
TNFRSF17,608,ENSG00000048462,109545,gene
TNFRSF18,8784,ENSG00000186891,603905,gene
TNFRSF19,55504,ENSG00000127863,606122,gene
TNFRSF1A,7132,ENSG00000067182,191190,gene
TNFRSF1B,7133,ENSG00000028137,191191,gene
TNFRSF21,27242,ENSG00000146072,605732,gene
TNFRSF25,8718,ENSG00000215788,603366,gene
TNFRSF4,7293,ENSG00000186827,600315,gene
TNFRSF6B,8771,ENSG00000243509,603361,gene
TNFRSF8,943,ENSG00000120949,153243,gene
TNFRSF9,3604,ENSG00000049249,602250,gene
TNFSF10,8743,ENSG00000121858,603598,gene
TNFSF11,8600,ENSG00000120659,602642,gene
TNFSF12,8742,ENSG00000239697,602695,gene
TNFSF13,8741,ENSG00000161955,604472,gene
TNFSF13B,10673,ENSG00000102524,603969,gene
TNFSF14,8740,ENSG00000125735,604520,gene
TNFSF15,9966,ENSG00000181634,604052,gene
TNFSF18,8995,ENSG00000120337,603898,gene
TNFSF4,7292,ENSG00000117586,603594,gene
TNFSF8,944,ENSG00000106952,603875,gene
TNFSF9,8744,ENSG00000125657,606182,gene
TNIK,23043,ENSG00000154310,610005,gene
TNIP1,10318,ENSG00000145901,607714,gene
TNIP2,79155,ENSG00000168884,610669,gene
TNIP3,79931,ENSG00000050730,608019,gene
TNK1,8711,ENSG00000174292,608076,gene
TNK2,10188,ENSG00000061938,606994,gene
TNKS,8658,ENSG00000173273,603303,gene
TNKS1BP1,85456,ENSG00000149115,607104,gene
TNKS2,80351,ENSG00000107854,607128,gene
TNMD,64102,ENSG00000000005,300459,gene
TNN,63923,ENSG00000120332,617472,gene
TNNC1,7134,ENSG00000114854,191040,gene
TNNC2,7125,ENSG00000101470,191039,gene
TNNI1,7135,ENSG00000159173,191042,gene
TNNI2,7136,ENSG00000130598,191043,gene
TNNI3,7137,ENSG00000129991,191044,gene
TNNI3K,51086,ENSG00000116783,613932,gene
TNNT1,7138,ENSG00000105048,191041,gene
TNNT2,7139,ENSG00000118194,191045,gene
TNNT3,7140,ENSG00000130595,600692,gene
TNP1,7141,ENSG00000118245,190231,gene
TNP2,7142,ENSG00000178279,190232,gene
TNPO1,3842,ENSG00000083312,602901,gene
TNPO2,30000,ENSG00000105576,603002,gene
TNPO3,23534,ENSG00000064419,610032,gene
TNR,7143,ENSG00000116147,601995,gene
TNRC6A,27327,ENSG00000090905,610739,gene
TNRC6B,23112,ENSG00000100354,610740,gene
TNRC6C,57690,ENSG00000078687,610741,gene
TNS1,7145,ENSG00000079308,600076,gene
TNS2,23371,ENSG00000111077,607717,gene
TNS3,64759,ENSG00000136205,606825,gene
TNS4,84951,ENSG00000131746,608385,gene
TNXB,7148,ENSG00000168477,600985,gene
TOB1,10140,ENSG00000141232,605523,gene
TOB2,10766,ENSG00000183864,607396,gene
TOE1,114034,ENSG00000132773,613931,gene
TOGARAM1,23116,ENSG00000198718,617618,gene
TOLLIP,54472,ENSG00000078902,606277,gene
TOM1,10043,ENSG00000100284,604700,gene
TOM1L1,10040,ENSG00000141198,604701,gene
TOM1L2,146691,ENSG00000175662,615519,gene
TOMM20,9804,ENSG00000173726,601848,gene
TOMM22,56993,ENSG00000100216,607046,gene
TOMM34,10953,ENSG00000025772,616049,gene
TOMM40,10452,ENSG00000130204,608061,gene
TOMM5,401505,ENSG00000175768,616169,gene
TOMM6,100188893,ENSG00000214736,616168,gene
TOMM7,54543,ENSG00000196683,607980,gene
TOMM70,9868,ENSG00000154174,606081,gene
TONSL,4796,ENSG00000160949,604546,gene
TOP1,7150,ENSG00000198900,126420,gene
TOP1MT,116447,ENSG00000184428,606387,gene
TOP2A,7153,ENSG00000131747,126430,gene
TOP2B,7155,ENSG00000077097,126431,gene
TOP3A,7156,ENSG00000177302,601243,gene
TOP3B,8940,ENSG00000100038,603582,gene
TOPAZ1,375337,ENSG00000173769,614412,gene
TOPBP1,11073,ENSG00000163781,607760,gene
TOPORS,10210,ENSG00000197579,609507,gene
TOR1A,1861,ENSG00000136827,605204,gene
TOR1AIP1,26092,ENSG00000143337,614512,gene
TOR1AIP2,163590,ENSG00000169905,614513,gene
TOR1B,27348,ENSG00000136816,608050,gene
TOR2A,27433,ENSG00000160404,608052,gene
TOR3A,64222,ENSG00000186283,607555,gene
TOX,9760,ENSG00000198846,606863,gene
TOX2,84969,ENSG00000124191,611163,gene
TOX3,27324,ENSG00000103460,611416,gene
TOX4,9878,ENSG00000092203,614032,gene
TP53,7157,ENSG00000141510,191170,gene
TP53AIP1,63970,ENSG00000120471,605426,gene
TP53BP1,7158,ENSG00000067369,605230,gene
TP53BP2,7159,ENSG00000143514,602143,gene
TP53COR1,102800311,NA,616343,gene
TP53I11,9537,ENSG00000175274,617867,gene
TP53I3,9540,ENSG00000115129,605171,gene
TP53INP1,94241,ENSG00000164938,606185,gene
TP53INP2,58476,ENSG00000078804,617549,gene
TP53RK,112858,ENSG00000172315,608679,gene
TP53TG1,11257,NA,616403,gene
TP53TG3,24150,ENSG00000183632,617482,gene
TP53TG5,27296,ENSG00000124251,617316,gene
TP63,8626,ENSG00000073282,603273,gene
TP73,7161,ENSG00000078900,601990,gene
TPBG,7162,ENSG00000146242,190920,gene
TPCN1,53373,ENSG00000186815,609666,gene
TPCN2,219931,ENSG00000162341,612163,gene
TPD52,7163,ENSG00000076554,604068,gene
TPD52L1,7164,ENSG00000111907,604069,gene
TPD52L2,7165,ENSG00000101150,603747,gene
TPD52L3,89882,ENSG00000170777,617567,gene
TPH1,7166,ENSG00000129167,191060,gene
TPH2,121278,ENSG00000139287,607478,gene
TPI1,7167,ENSG00000111669,190450,gene
TPK1,27010,ENSG00000196511,606370,gene
TPM1,7168,ENSG00000140416,191010,gene
TPM2,7169,ENSG00000198467,190990,gene
TPM3,7170,ENSG00000143549,191030,gene
TPM4,7171,ENSG00000167460,600317,gene
TPMT,7172,ENSG00000137364,187680,gene
TPO,7173,ENSG00000115705,606765,gene
TPP1,1200,ENSG00000166340,607998,gene
TPP2,7174,ENSG00000134900,190470,gene
TPPP,11076,ENSG00000171368,608773,gene
TPPP2,122664,ENSG00000179636,616956,gene
TPPP3,51673,ENSG00000159713,616957,gene
TPR,7175,ENSG00000047410,189940,gene
TPRA1,131601,ENSG00000163870,608336,gene
TPRG1L,127262,ENSG00000158109,611460,gene
TPRKB,51002,ENSG00000144034,608680,gene
TPRN,286262,ENSG00000176058,613354,gene
TPRX1,284355,ENSG00000178928,611166,gene
TPRXL,348825,ENSG00000180438,611167,gene
TPSAB1,7177,ENSG00000172236,191080,gene
TPSB2,64499,ENSG00000197253,191081,gene
TPSD1,23430,ENSG00000095917,609272,gene
TPSG1,25823,ENSG00000116176,609341,gene
TPST1,8460,ENSG00000169902,603125,gene
TPST2,8459,ENSG00000128294,603126,gene
TPT1,7178,ENSG00000133112,600763,gene
TPTE,7179,ENSG00000274391,604336,gene
TPTE2,93492,ENSG00000132958,606791,gene
TPX2,22974,ENSG00000088325,605917,gene
TRA-TGC7-1,7154,NA,601431,gene
TRA2A,29896,ENSG00000164548,602718,gene
TRA2B,6434,ENSG00000136527,602719,gene
